ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
104/09/22,"18,378,270","2,374,696,906",130.00,130.00,128.50,129.00,-0.50,"6,249"
104/09/23,"35,523,040","4,465,469,498",127.00,127.50,124.50,124.50,-4.50,"15,209"
104/09/24,"44,708,932","5,671,247,864",127.00,128.00,125.50,127.00,+2.50,"12,056"
104/09/25,"24,688,657","3,121,881,939",127.00,127.50,125.00,127.00, 0.00,"9,166"
104/09/30,"76,377,100","9,885,619,568",128.00,131.00,127.00,130.00,+3.00,"17,686"
104/10/01,"53,400,609","7,046,980,737",131.00,134.00,129.50,133.50,+3.50,"15,465"
104/10/02,"25,252,357","3,337,391,624",132.50,132.50,131.50,132.00,-1.50,"7,698"
104/10/05,"30,895,136","4,096,025,572",133.00,133.50,131.50,132.50,+0.50,"9,279"
104/10/06,"49,925,004","6,677,173,341",135.00,135.50,132.50,133.00,+0.50,"13,880"
104/10/07,"32,541,468","4,380,090,918",133.50,135.00,133.00,135.00,+2.00,"9,911"
104/10/08,"32,054,985","4,365,954,735",137.00,137.00,135.00,136.00,+1.00,"11,299"
104/10/12,"51,617,728","7,125,126,614",137.00,139.00,136.50,138.50,+2.50,"13,186"
104/10/13,"37,227,089","5,105,783,075",138.50,138.50,136.00,137.50,-1.00,"11,289"
104/10/14,"65,521,186","8,795,254,492",136.50,137.50,136.00,136.50,-1.00,"5,612"
104/10/15,"73,316,434","10,255,043,760",139.00,141.00,139.00,140.00,+3.50,"18,548"
104/10/16,"37,189,898","5,091,352,293",137.00,137.50,136.00,137.50,-2.50,"16,088"
104/10/19,"26,173,538","3,606,826,449",138.50,139.00,137.00,138.00,+0.50,"9,085"
104/10/20,"28,795,564","3,984,111,090",139.00,139.00,137.50,139.00,+1.00,"8,838"
104/10/21,"20,006,939","2,770,902,949",139.50,140.00,137.50,138.50,-0.50,"7,624"
104/10/22,"15,168,792","2,089,852,382",138.00,138.50,137.00,137.50,-1.00,"4,864"
104/10/23,"35,666,256","4,984,092,182",140.00,140.50,139.00,140.00,+2.50,"13,889"
104/10/26,"24,412,462","3,416,504,880",140.50,140.50,139.00,140.00, 0.00,"8,837"
104/10/27,"26,557,567","3,679,734,913",138.50,140.00,137.50,139.00,-1.00,"6,719"
104/10/28,"22,557,317","3,104,131,564",137.00,139.00,137.00,138.00,-1.00,"7,911"
104/10/29,"20,463,741","2,815,951,517",139.00,139.50,136.50,136.50,-1.50,"6,452"
104/10/30,"28,293,017","3,870,125,863",137.00,137.50,136.00,136.50, 0.00,"6,840"
104/11/02,"22,789,011","3,118,360,787",138.50,138.50,135.50,137.50,+1.00,"7,961"
104/11/03,"36,442,564","5,082,111,090",138.50,140.00,138.00,139.50,+2.00,"12,148"
104/11/04,"75,685,074","10,841,451,697",141.50,144.50,141.00,144.50,+5.00,"27,863"
104/11/05,"37,827,858","5,414,337,809",144.00,144.50,142.50,142.50,-2.00,"12,575"
104/11/06,"51,889,334","7,276,506,260",144.00,144.00,139.00,140.00,-2.50,"12,543"
104/11/09,"24,863,486","3,518,529,742",141.00,143.00,140.50,142.00,+2.00,"8,727"
104/11/10,"23,336,811","3,261,350,610",141.50,141.50,139.00,139.50,-2.50,"9,060"
104/11/11,"29,463,476","4,066,008,922",140.50,140.50,136.50,137.50,-2.00,"10,751"
104/11/12,"16,485,910","2,284,668,490",138.50,139.00,138.00,138.50,+1.00,"5,091"
104/11/13,"22,956,373","3,148,276,101",137.50,139.00,136.00,136.00,-2.50,"7,418"
104/11/16,"32,132,740","4,335,757,140",134.00,135.50,134.00,135.00,-1.00,"13,597"
104/11/17,"28,224,719","3,926,485,043",138.00,140.00,137.50,138.50,+3.50,"11,370"
104/11/18,"29,455,424","4,057,302,068",139.50,140.00,136.50,137.00,-1.50,"9,025"
104/11/19,"28,723,691","4,004,226,290",138.50,140.50,138.00,140.50,+3.50,"9,283"
104/11/20,"21,649,438","3,041,708,710",140.50,141.00,140.00,141.00,+0.50,"7,571"
104/11/23,"20,543,619","2,890,125,945",141.00,141.50,140.00,141.00, 0.00,"4,707"
104/11/24,"23,245,808","3,261,352,468",140.00,141.50,139.50,139.50,-1.50,"5,910"
104/11/25,"34,540,578","4,841,255,700",139.50,141.00,138.50,141.00,+1.50,"6,240"
104/11/26,"32,927,905","4,672,046,212",141.00,142.50,140.00,142.50,+1.50,"9,850"
104/11/27,"26,742,675","3,747,289,825",143.00,143.00,139.00,139.00,-3.50,"5,730"
104/11/30,"110,350,217","15,219,982,613",136.50,139.00,136.00,139.00, 0.00,"16,059"
104/12/01,"48,931,728","6,882,084,076",140.50,142.50,138.50,142.50,+3.50,"15,965"
104/12/02,"31,767,868","4,545,318,756",144.00,144.00,142.00,142.50, 0.00,"9,705"
104/12/03,"28,204,644","4,013,101,755",141.50,143.00,141.50,142.50, 0.00,"5,048"
104/12/04,"31,780,733","4,481,042,445",141.00,142.50,140.50,140.50,-2.00,"10,122"
104/12/07,"41,097,638","5,902,665,174",142.00,144.50,142.00,143.50,+3.00,"15,781"
104/12/08,"34,037,222","4,846,422,179",143.50,144.00,141.00,142.50,-1.00,"9,537"
104/12/09,"30,640,495","4,323,363,409",142.00,142.00,140.50,140.50,-2.00,"8,387"
104/12/10,"41,487,561","5,817,845,601",140.50,141.50,139.00,141.00,+0.50,"8,599"
104/12/11,"32,030,596","4,494,186,536",141.00,142.00,139.00,139.50,-1.50,"10,076"
104/12/14,"37,666,637","5,217,880,999",137.50,139.50,137.50,139.00,-0.50,"7,423"
104/12/15,"27,973,102","3,891,713,298",139.50,140.50,138.00,138.00,-1.00,"8,428"
104/12/16,"58,669,086","8,381,627,759",142.00,144.00,141.00,143.50,+5.50,"23,243"
104/12/17,"34,710,663","5,005,823,882",144.50,145.00,143.00,145.00,+1.50,"13,019"
104/12/18,"41,615,595","5,964,658,320",143.00,145.00,142.00,142.00,-3.00,"8,307"
104/12/21,"26,939,460","3,808,022,515",141.50,142.50,140.50,141.50,-0.50,"8,942"
104/12/22,"17,209,761","2,431,736,616",141.00,142.00,140.50,142.00,+0.50,"5,052"
104/12/23,"18,152,173","2,576,333,960",141.00,143.00,140.50,141.50,-0.50,"5,631"
104/12/24,"13,495,395","1,926,688,090",143.00,143.50,142.00,142.00,+0.50,"4,914"
104/12/25,"6,168,635","880,104,962",142.00,143.50,142.00,143.00,+1.00,"1,797"
104/12/28,"10,831,155","1,555,902,665",143.50,144.00,143.00,143.50,+0.50,"4,191"
104/12/29,"12,968,379","1,848,992,618",143.50,144.00,141.50,142.00,-1.50,"6,037"
104/12/30,"14,713,096","2,098,167,063",142.50,144.00,142.00,142.50,+0.50,"4,651"
104/12/31,"18,677,987","2,671,826,764",142.00,144.00,141.00,143.00,+0.50,"4,188"
105/01/04,"43,800,291","6,137,797,502",142.50,143.50,139.00,139.50,-3.50,"14,188"
105/01/05,"46,502,108","6,436,850,512",139.00,140.00,137.00,138.00,-1.50,"15,836"
105/01/06,"53,873,344","7,321,139,064",138.00,138.00,135.00,135.50,-2.50,"15,926"
105/01/07,"63,475,065","8,432,791,819",134.50,135.00,130.50,133.00,-2.50,"19,061"
105/01/08,"52,641,383","7,022,206,705",132.00,135.00,132.00,134.00,+1.00,"11,784"
105/01/11,"48,536,267","6,430,758,978",133.00,134.50,130.50,133.00,-1.00,"10,980"
105/01/12,"35,133,164","4,657,051,312",133.00,134.00,131.50,133.00, 0.00,"9,492"
105/01/13,"50,237,061","6,719,817,674",133.50,135.50,133.00,133.50,+0.50,"9,488"
105/01/14,"39,498,490","5,177,864,180",130.50,132.00,130.50,131.50,-2.00,"14,501"
105/01/15,"79,648,971","10,911,032,870",137.50,138.00,135.50,137.00,+5.50,"20,280"
105/01/18,"37,008,681","5,054,777,797",135.00,138.00,134.50,137.00, 0.00,"11,947"
105/01/19,"24,995,537","3,422,485,906",137.50,138.00,136.00,138.00,+1.00,"8,146"
105/01/20,"44,423,192","6,000,662,670",137.50,137.50,133.50,134.50,-3.50,"13,799"
105/01/21,"31,957,378","4,320,114,707",134.00,136.50,134.00,135.00,+0.50,"9,956"
105/01/22,"33,926,219","4,657,789,586",136.50,138.50,136.00,138.50,+3.50,"12,684"
105/01/25,"27,213,347","3,800,915,858",140.00,140.00,139.00,139.50,+1.00,"9,105"
105/01/26,"24,102,538","3,325,848,455",137.50,139.00,137.00,137.50,-2.00,"6,584"
105/01/27,"24,547,614","3,417,457,021",139.00,139.50,138.50,139.50,+2.00,"8,368"
105/01/28,"37,913,413","5,281,967,085",138.00,140.50,138.00,140.00,+0.50,"9,746"
105/01/29,"57,557,576","8,136,870,712",138.50,143.00,138.00,143.00,+3.00,"14,517"
105/01/30,"11,865,065","1,683,794,730",142.50,143.00,141.00,142.00,-1.00,"6,143"
105/02/01,"43,828,461","6,278,170,924",144.00,144.00,141.50,144.00,+2.00,"12,189"
105/02/02,"25,400,755","3,624,574,210",144.00,144.50,141.50,142.50,-1.50,"7,725"
105/02/03,"71,652,894","10,413,868,630",145.00,146.00,144.50,146.00,+3.50,"18,892"
105/02/15,"77,064,578","11,147,911,270",142.00,146.50,142.00,145.00,-1.00,"21,814"
105/02/16,"56,361,967","8,269,447,009",146.00,148.00,145.50,147.50,+2.50,"17,135"
105/02/17,"38,486,773","5,700,550,482",149.00,149.00,147.00,148.00,+0.50,"13,872"
105/02/18,"61,877,408","9,304,766,800",150.00,151.00,149.50,151.00,+3.00,"22,057"
105/02/19,"37,444,703","5,618,619,050",149.00,151.00,149.00,151.00, 0.00,"10,981"
105/02/22,"29,751,439","4,489,653,531",149.50,152.50,149.50,151.00, 0.00,"9,155"
105/02/23,"22,500,491","3,365,510,724",150.50,151.00,149.00,149.50,-1.50,"8,897"
105/02/24,"22,082,824","3,279,735,952",149.50,150.50,147.00,148.00,-1.50,"7,979"
105/02/25,"25,233,069","3,783,097,850",149.00,151.00,148.50,150.50,+2.50,"11,234"
105/02/26,"46,425,984","6,913,777,396",151.00,151.50,148.00,149.00,-1.50,"9,939"
105/03/01,"44,046,047","6,637,110,793",148.50,152.00,148.50,152.00,+3.00,"12,003"
105/03/02,"36,101,650","5,548,587,572",154.00,154.50,153.00,153.00,+1.00,"11,075"
105/03/03,"28,867,121","4,438,187,013",154.00,154.50,153.00,154.00,+1.00,"10,112"
105/03/04,"37,794,356","5,763,190,355",153.00,153.50,151.50,152.50,-1.50,"10,724"
105/03/07,"24,052,580","3,655,841,160",152.50,153.50,151.00,152.00,-0.50,"7,324"
105/03/08,"40,643,284","6,126,859,884",151.00,152.00,149.50,152.00, 0.00,"13,764"
105/03/09,"24,634,641","3,739,057,432",152.00,153.00,150.50,153.00,+1.00,"9,423"
105/03/10,"31,343,947","4,806,652,328",153.00,154.50,151.50,154.50,+1.50,"10,930"
105/03/11,"31,297,178","4,837,597,155",154.50,155.00,153.00,155.00,+0.50,"11,727"
105/03/14,"32,987,563","5,161,781,768",156.50,157.50,155.50,156.00,+1.00,"11,927"
105/03/15,"29,437,607","4,559,507,978",155.00,156.50,153.00,154.50,-1.50,"12,260"
105/03/16,"31,126,817","4,833,620,497",155.50,156.00,154.00,156.00,+1.50,"9,853"
105/03/17,"52,228,954","8,305,206,845",159.50,160.00,157.50,158.50,+2.50,"14,989"
105/03/18,"57,866,711","9,212,470,709",158.50,159.50,158.50,159.50,+1.00,"12,106"
105/03/21,"27,687,094","4,409,309,006",160.00,160.00,158.00,160.00,+0.50,"9,380"
105/03/22,"29,303,958","4,629,935,904",159.50,159.50,157.00,158.50,-1.50,"11,945"
105/03/23,"29,439,666","4,683,223,247",158.50,159.50,158.00,159.50,+1.00,"8,670"
105/03/24,"25,198,949","3,975,166,192",158.00,159.00,157.00,158.50,-1.00,"8,841"
105/03/25,"10,970,033","1,727,600,287",158.50,159.00,157.00,158.00,-0.50,"5,593"
105/03/28,"15,857,144","2,513,686,562",158.00,159.00,157.00,159.00,+1.00,"6,212"
105/03/29,"19,152,246","3,039,163,868",158.50,159.50,158.00,159.00, 0.00,"7,098"
105/03/30,"46,113,332","7,394,950,933",158.50,162.00,158.50,161.50,+2.50,"14,484"
105/03/31,"54,094,182","8,719,278,002",162.00,163.00,159.00,162.00,+0.50,"14,511"
105/04/01,"34,544,879","5,490,320,944",161.00,161.00,157.50,158.50,-3.50,"10,001"
105/04/06,"63,133,315","9,740,564,255",155.50,156.00,153.50,153.50,-5.00,"19,206"
105/04/07,"35,933,073","5,527,003,723",155.00,155.00,152.50,154.50,+1.00,"10,086"
105/04/08,"42,324,696","6,638,324,522",154.00,158.00,154.00,157.50,+3.00,"12,800"
105/04/11,"23,189,461","3,653,174,233",156.00,159.00,155.50,158.50,+1.00,"6,917"
105/04/12,"14,877,049","2,355,629,198",157.50,159.50,157.50,158.50, 0.00,"4,707"
105/04/13,"40,333,113","6,494,549,624",160.00,162.00,159.50,161.50,+3.00,"12,488"
105/04/14,"31,377,056","5,048,472,016",162.00,162.50,160.00,161.50, 0.00,"10,380"
105/04/15,"50,339,512","7,971,481,408",157.00,160.00,156.00,159.50,-2.00,"17,202"
105/04/18,"20,876,425","3,294,127,620",158.00,158.50,157.50,158.00,-1.50,"7,888"
105/04/19,"27,622,018","4,378,113,806",160.00,161.00,157.00,157.50,-0.50,"9,884"
105/04/20,"43,418,112","6,743,768,418",157.50,158.00,154.00,154.00,-3.50,"16,130"
105/04/21,"30,419,233","4,748,320,930",156.00,157.00,154.00,157.00,+3.00,"11,654"
105/04/22,"29,237,052","4,585,332,483",155.50,158.00,155.00,156.50,-0.50,"6,485"
105/04/25,"14,669,483","2,304,985,871",156.50,157.50,156.00,157.50,+1.00,"5,007"
105/04/26,"18,539,344","2,921,600,608",156.50,158.50,156.50,158.00,+0.50,"5,208"
105/04/27,"36,967,022","5,787,771,232",156.00,157.50,155.50,156.50,-1.50,"6,783"
105/04/28,"49,282,820","7,596,743,626",157.50,158.00,153.00,153.00,-3.50,"15,032"
105/04/29,"75,959,754","11,394,504,924",151.00,151.00,149.00,150.00,-3.00,"18,838"
105/05/03,"68,909,160","10,159,653,180",148.00,148.50,146.50,147.50,-2.50,"21,279"
105/05/04,"55,586,383","8,191,113,993",147.00,149.00,146.50,147.00,-0.50,"13,521"
105/05/05,"40,687,466","5,994,815,468",147.50,148.50,146.00,147.50,+0.50,"9,466"
105/05/06,"39,401,142","5,824,459,658",148.50,148.50,147.00,148.00,+0.50,"8,372"
105/05/09,"39,783,802","5,865,540,512",148.50,149.00,146.50,147.50,-0.50,"12,836"
105/05/10,"39,210,189","5,773,106,349",147.00,148.00,146.50,147.00,-0.50,"8,956"
105/05/11,"45,610,564","6,728,618,767",148.50,149.00,146.50,147.00, 0.00,"11,477"
105/05/12,"24,008,945","3,525,768,415",147.00,148.00,146.00,146.00,-1.00,"7,183"
105/05/13,"60,713,306","8,748,587,885",145.00,145.50,143.00,144.00,-2.00,"19,508"
105/05/16,"32,239,094","4,658,963,140",143.00,145.50,143.00,144.50,+0.50,"9,667"
105/05/17,"32,716,713","4,782,396,061",145.50,147.00,145.00,147.00,+2.50,"8,501"
105/05/18,"31,106,657","4,552,181,579",146.00,147.00,145.00,147.00, 0.00,"9,452"
105/05/19,"35,192,869","5,165,152,743",148.00,148.50,145.50,147.00, 0.00,"8,803"
105/05/20,"38,046,045","5,647,033,644",147.50,149.50,147.00,148.50,+1.50,"9,513"
105/05/23,"50,174,359","7,660,606,060",150.50,154.50,149.50,154.00,+5.50,"16,914"
105/05/24,"25,677,620","3,904,883,920",152.50,153.50,151.00,151.00,-3.00,"8,713"
105/05/25,"35,410,557","5,441,691,960",153.50,155.00,152.50,154.50,+3.50,"10,548"
105/05/26,"18,822,152","2,908,894,278",154.50,155.00,153.50,155.00,+0.50,"8,493"
105/05/27,"26,617,621","4,146,288,768",156.00,156.50,154.50,156.50,+1.50,"7,672"
105/05/30,"38,311,828","6,001,068,751",157.00,158.00,155.00,157.00,+0.50,"11,762"
105/05/31,"70,177,201","10,968,771,725",156.50,157.50,155.00,156.50,-0.50,"11,056"
105/06/01,"27,743,096","4,386,766,007",156.00,159.00,156.00,159.00,+2.50,"9,500"
105/06/02,"21,999,904","3,500,288,755",159.00,160.00,158.00,159.00, 0.00,"7,933"
105/06/03,"32,020,341","5,124,469,706",159.00,160.50,159.00,160.50,+1.50,"10,969"
105/06/04,"2,631,269","420,392,883",160.00,160.00,159.50,160.00,-0.50,"1,428"
105/06/06,"28,898,951","4,651,663,660",161.00,162.00,160.00,161.00,+1.00,"8,667"
105/06/07,"47,573,770","7,726,094,806",161.50,163.50,161.00,162.00,+1.00,"12,269"
105/06/08,"45,587,946","7,522,713,617",164.00,166.00,163.50,165.50,+3.50,"15,173"
105/06/13,"54,689,228","8,843,806,836",161.00,162.50,161.00,162.00,-3.50,"14,466"
105/06/14,"27,823,266","4,508,801,432",161.00,163.00,161.00,162.00, 0.00,"10,951"
105/06/15,"29,328,888","4,763,332,856",162.00,163.00,161.00,163.00,+1.00,"9,142"
105/06/16,"36,957,340","5,942,664,024",161.50,162.50,159.50,160.50,-2.50,"7,324"
105/06/17,"31,326,264","5,117,145,004",162.50,164.50,162.00,163.00,+2.50,"9,885"
105/06/20,"24,949,407","4,090,155,341",164.50,165.00,163.00,163.00, 0.00,"8,639"
105/06/21,"28,042,486","4,621,986,401",164.00,165.50,163.50,165.50,+2.50,"10,369"
105/06/22,"30,409,069","5,013,175,385",164.50,166.00,163.50,166.00,+0.50,"8,180"
105/06/23,"22,592,551","3,715,357,864",165.50,166.00,164.00,164.00,-2.00,"8,298"
105/06/24,"86,994,060","13,854,488,100",164.00,164.00,154.50,159.00,-5.00,"27,192"
105/06/27,"43,401,750","6,739,714,431",154.50,156.00,154.00,155.50,X0.00,"17,925"
105/06/28,"39,095,886","6,111,752,511",155.50,157.50,155.00,157.00,+1.50,"12,685"
105/06/29,"32,131,574","5,108,302,566",158.50,160.00,158.00,159.00,+2.00,"12,754"
105/06/30,"42,854,433","6,916,567,646",161.00,163.00,159.50,162.50,+3.50,"14,833"
105/07/01,"36,577,822","6,042,239,175",164.50,166.00,163.50,166.00,+3.50,"13,186"
105/07/04,"25,968,655","4,302,829,364",165.50,166.50,164.50,166.00, 0.00,"9,484"
105/07/05,"16,422,882","2,697,844,648",165.00,165.50,164.00,164.00,-2.00,"6,930"
105/07/06,"35,100,107","5,661,722,124",163.00,163.00,160.50,161.50,-2.50,"12,026"
105/07/07,"24,442,273","4,009,459,272",163.50,165.00,163.00,164.50,+3.00,"9,726"
105/07/11,"53,434,920","9,066,254,650",170.00,170.50,168.50,170.00,+5.50,"14,951"
105/07/12,"42,128,936","7,177,356,520",171.00,171.50,169.50,171.00,+1.00,"15,021"
105/07/13,"51,719,990","8,708,079,977",169.50,170.00,167.00,168.50,-2.50,"17,109"
105/07/14,"36,131,819","6,094,183,541",167.00,170.00,167.00,169.00,+0.50,"12,414"
105/07/15,"41,822,109","7,039,081,421",168.00,169.50,166.50,169.50,+0.50,"13,283"
105/07/18,"24,774,059","4,188,965,471",168.00,170.00,168.00,169.50, 0.00,"6,898"
105/07/19,"43,707,370","7,424,369,044",170.50,170.50,169.00,170.50,+1.00,"12,495"
105/07/20,"39,076,857","6,633,505,533",170.00,170.50,169.00,170.00,-0.50,"14,235"
105/07/21,"35,220,658","6,034,355,320",171.00,172.00,170.00,172.00,+2.00,"12,625"
105/07/22,"29,804,436","5,106,380,820",172.00,172.00,170.50,171.00,-1.00,"9,643"
105/07/25,"27,180,811","4,645,419,181",172.00,173.00,169.00,171.50,+0.50,"9,757"
105/07/26,"32,736,383","5,634,149,876",172.00,173.00,171.50,173.00,+1.50,"12,399"
105/07/27,"36,108,136","6,318,691,514",175.00,176.00,174.50,175.00,+2.00,"10,896"
105/07/28,"31,138,296","5,464,444,857",175.00,176.50,173.00,176.50,+1.50,"9,647"
105/07/29,"30,008,528","5,229,445,495",177.00,177.00,172.50,172.50,-4.00,"8,686"
105/08/01,"34,703,892","6,112,481,446",175.00,177.00,174.50,177.00,+4.50,"11,713"
105/08/02,"15,366,106","2,707,287,048",177.50,177.50,175.50,176.00,-1.00,"6,097"
105/08/03,"21,652,236","3,745,324,328",172.50,174.00,172.00,172.50,-3.50,"8,267"
105/08/04,"14,292,159","2,481,942,916",173.00,174.50,172.50,174.50,+2.00,"4,503"
105/08/05,"25,803,777","4,555,686,581",175.00,177.50,174.00,177.00,+2.50,"8,212"
105/08/08,"16,241,757","2,882,438,800",178.00,178.00,176.50,178.00,+1.00,"5,032"
105/08/09,"16,443,465","2,940,137,770",178.50,179.50,177.00,178.50,+0.50,"6,767"
105/08/10,"19,307,662","3,453,612,114",179.00,179.50,178.00,179.50,+1.00,"5,979"
105/08/11,"28,216,223","4,982,106,809",177.50,178.00,175.50,176.50,-3.00,"9,250"
105/08/12,"23,986,752","4,264,514,880",178.50,178.50,177.00,177.50,+1.00,"7,860"
105/08/15,"13,660,192","2,438,220,101",178.50,179.00,177.50,179.00,+1.50,"4,907"
105/08/16,"34,284,274","6,042,810,224",178.00,179.00,175.00,175.50,-3.50,"10,692"
105/08/17,"24,169,622","4,272,164,742",177.00,177.50,176.00,177.00,+1.50,"8,245"
105/08/18,"27,899,726","4,897,229,556",176.00,176.50,175.00,176.00,-1.00,"9,690"
105/08/19,"23,496,710","4,116,962,848",177.00,177.50,174.00,174.50,-1.50,"8,233"
105/08/22,"21,822,066","3,765,989,158",173.00,174.00,171.50,173.00,-1.50,"7,785"
105/08/23,"21,467,596","3,742,518,814",174.00,175.00,173.50,174.00,+1.00,"6,651"
105/08/24,"12,532,486","2,182,702,578",175.00,175.50,173.50,173.50,-0.50,"4,272"
105/08/25,"23,973,648","4,223,271,748",175.00,177.00,174.50,177.00,+3.50,"8,613"
105/08/26,"15,804,932","2,788,761,532",175.00,177.00,175.00,177.00, 0.00,"4,529"
105/08/29,"16,967,254","2,980,249,547",175.00,177.00,174.00,176.50,-0.50,"5,102"
105/08/30,"19,752,234","3,452,895,298",176.00,176.50,174.00,174.50,-2.00,"5,559"
105/08/31,"42,461,245","7,408,331,135",176.50,177.00,174.50,176.00,+1.50,"6,850"
105/09/01,"26,101,335","4,486,398,290",176.00,176.00,173.00,173.50,-2.50,"7,279"
105/09/02,"19,489,130","3,368,711,120",176.50,176.50,174.00,174.50,+1.00,"6,315"
105/09/05,"27,982,906","4,884,204,996",176.50,177.50,176.50,176.50,+2.00,"6,513"
105/09/06,"29,646,892","5,218,919,616",177.00,179.00,176.50,179.00,+2.50,"9,498"
105/09/07,"50,851,477","9,311,446,211",180.50,185.00,180.00,184.00,+5.00,"19,497"
105/09/08,"30,307,949","5,555,013,307",182.50,184.50,182.50,183.00,-1.00,"10,923"
105/09/09,"30,635,512","5,518,555,160",181.00,181.00,179.50,179.50,-3.50,"8,177"
105/09/10,"15,470,223","2,747,098,264",177.00,179.00,176.00,178.00,-1.50,"5,804"
105/09/12,"42,751,708","7,504,512,206",177.50,177.50,174.00,175.00,-3.00,"14,891"
105/09/13,"38,438,582","6,736,154,003",176.50,176.50,173.50,175.00, 0.00,"11,379"
105/09/14,"52,966,216","9,216,408,104",174.00,176.00,173.50,173.50,-1.50,"11,689"
105/09/19,"57,296,972","10,375,685,848",179.50,183.00,178.50,182.50,+9.00,"19,155"
105/09/20,"23,647,416","4,319,888,712",182.00,183.50,181.50,183.00,+0.50,"8,140"
105/09/21,"26,261,794","4,805,884,782",181.00,184.00,180.50,184.00,+1.00,"8,483"
105/09/22,"21,213,260","3,921,937,500",185.00,185.50,183.50,185.50,+1.50,"8,939"
105/09/23,"23,141,189","4,313,995,664",185.00,187.50,184.50,187.50,+2.00,"9,042"
105/09/26,"25,218,996","4,635,639,758",183.50,185.00,183.00,183.00,-4.50,"7,882"
105/09/29,"57,778,769","10,764,097,342",185.50,187.50,185.50,185.50,+2.50,"15,213"
105/09/30,"45,163,412","8,309,463,356",185.50,186.50,182.50,182.50,-3.00,"11,548"
105/10/03,"18,987,856","3,525,971,989",186.00,186.50,184.50,186.00,+3.50,"6,733"
105/10/04,"17,139,682","3,191,090,272",185.00,187.00,185.00,187.00,+1.00,"6,392"
105/10/05,"19,144,379","3,549,073,494",186.00,186.00,184.50,186.00,-1.00,"6,115"
105/10/06,"15,715,729","2,928,528,801",185.00,187.50,185.00,187.50,+1.50,"6,847"
105/10/07,"15,870,415","2,969,715,475",188.00,188.00,186.00,188.00,+0.50,"6,887"
105/10/11,"31,107,793","5,874,765,484",191.00,191.00,186.00,187.50,-0.50,"10,879"
105/10/12,"24,592,212","4,625,439,668",186.50,190.00,186.00,189.50,+2.00,"7,805"
105/10/13,"40,728,212","7,675,208,676",190.50,191.00,187.00,188.50,-1.00,"13,817"
105/10/14,"34,340,209","6,450,978,969",187.00,189.00,186.50,188.00,-0.50,"13,583"
105/10/17,"37,878,270","7,051,992,670",186.50,187.50,185.00,186.50,-1.50,"9,908"
105/10/18,"40,651,809","7,582,450,283",186.50,187.00,185.50,187.00,+0.50,"8,180"
105/10/19,"38,143,867","7,206,475,473",187.50,189.50,187.50,189.50,+2.50,"8,834"
105/10/20,"15,736,203","2,989,556,440",189.50,190.50,189.00,190.50,+1.00,"4,787"
